Sector Code,Sector,Industry Code,Industry,Disclosure Topic Code,Disclosure Topic,Accounting Metric Code,Accounting Metric,Technical Protocol Code,Technical Protocol,TP Footnote Number,TP Footnote,Technical Protocol Bullet Point 1,TP_BP1 Footnote Number,TP_BP1 Footnote,Sub-Bullet Points for Bullet Point 1,TP_BP1_Sub Footnote Number,TP_BP1_Sub Footnote,Technical Protocol Bullet Point 2,TP_BP2 Footnote Number,TP_BP2 Footnote,Sub-Bullet Points for Bullet Point 2,TP_BP2_Sub Footnote Number,TP_BP2_Sub Footnote,Technical Protocol Bullet Point 3,TP_BP3 Footnote Number,TP_BP3 Footnote,Sub-Bullet Points for Bullet Point 3,TP_BP3_Sub Footnote Number,TP_BP3_Sub Footnote,Technical Protocol Bullet Point 4,TP_BP4 Footnote Number,TP_BP4 Footnote,Sub-Bullet Points for Bullet Point 4,TP_BP4_Sub Footnote Number,TP_BP4_Sub Footnote,Technical Protocol Bullet Point 5,TP_BP5 Footnote Number,TP_BP5 Footnote,Sub-Bullet Points for Bullet Point 5,TP_BP5_Sub Footnote Number,TP_BP5_Sub Footnote,Technical Protocol Bullet Point 6,TP_BP6 Footnote Number,TP_BP6 Footnote,Sub-Bullet Points for Bullet Point 6,TP_BP6_Sub Footnote Number,TP_BP6_Sub Footnote,Technical Protocol Bullet Point 7,TP_BP7 Footnote Number,TP_BP7 Footnote,Sub-Bullet Points for Bullet Point 7,TP_BP7_Sub Footnote Number,TP_BP7_Sub Footnote,Technical Protocol Bullet Point 8,TP_BP8 Footnote Number,TP_BP8 Footnote,Sub-Bullet Points for Bullet Point 8,TP_BP8_Sub Footnote Number,TP_BP8_Sub Footnote,Technical Protocol Bullet Point 9,TP_BP9 Footnote Number,TP_BP9 Footnote,Sub-Bullet Points for Bullet Point 9,TP_BP9_Sub Footnote Number,TP_BP9_Sub Footnote,Technical Protocol Bullet Point 10,TP_BP10 Footnote Number,TP_BP10 Footnote,Sub-Bullet Points for Bullet Point 10,TP_BP10_Sub Footnote Number,TP_BP10_Sub Footnote,Technical Protocol Bullet Point 11,TP_BP11 Footnote Number,TP_BP11 Footnote,Sub-Bullet Points for Bullet Point 11,TP_BP11_Sub Footnote Number,TP_BP11_Sub Footnote
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.2,"(1) Number of data breaches, (2) percentage involving (a) personally identifiable information (PII) only and (b) protected health information (PHI), (3) number of customers affected in each category, (a) PII only and (b) PHI",HC-MC-230a.2.4,"The entity shall disclose (3) the total number of unique customers who were affected by data breaches in which the customers’ (a) PII, but not PHI, was subject to the data breach.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.2,"(1) Number of data breaches, (2) percentage involving (a) personally identifiable information (PII) only and (b) protected health information (PHI), (3) number of customers affected in each category, (a) PII only and (b) PHI",HC-MC-230a.2.5,The entity shall disclose (3) the total number of unique customers who were affected by data breaches in which the customers’ (b) PHI was subject to the data breach., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.2,"(1) Number of data breaches, (2) percentage involving (a) personally identifiable information (PII) only and (b) protected health information (PHI), (3) number of customers affected in each category, (a) PII only and (b) PHI",HC-MC-230a.2.6,Accounts that the entity cannot verify as belonging to the same customer shall be disclosed separately., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.2,"(1) Number of data breaches, (2) percentage involving (a) personally identifiable information (PII) only and (b) protected health information (PHI), (3) number of customers affected in each category, (a) PII only and (b) PHI",HC-MC-230a.2.7,The entity may delay disclosure if a law enforcement agency has determined that notification impedes a criminal investigation or until the law enforcement agency determines that such notification does not compromise the investigation., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.3,Total amount of monetary losses as a result of legal proceedings associated with data security and privacy,HC-MC-230a.3.1,The entity shall disclose the total amount of monetary losses it incurred during the reporting period as a result of legal proceedings associated with data security and privacy., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.3,Total amount of monetary losses as a result of legal proceedings associated with data security and privacy,HC-MC-230a.3.2,"The legal proceedings shall include any adjudicative proceeding in which the entity was involved, whether before a court, a regulator, an arbitrator, or otherwise.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.3,Total amount of monetary losses as a result of legal proceedings associated with data security and privacy,HC-MC-230a.3.3,"The losses shall include all monetary liabilities to the opposing party or to others (whether as the result of settlement or verdict after trial or otherwise), including fines and other monetary liabilities incurred during the reporting period as a result of civil actions (e.g., civil judgments or settlements), regulatory proceedings (e.g., penalties, disgorgement, or restitution), and criminal actions (e.g., criminal judgment, penalties, or restitution) brought by any entity (e.g., governmental, business, or individual).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.3,Total amount of monetary losses as a result of legal proceedings associated with data security and privacy,HC-MC-230a.3.4,The scope of monetary losses shall exclude legal and other fees and expenses incurred by the entity in its defense., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.3,Total amount of monetary losses as a result of legal proceedings associated with data security and privacy,HC-MC-230a.3.5,"The scope of disclosure shall include, but is not limited to, legal proceedings associated with the enforcement of relevant industry regulations, such as:", , ,U.S. Health Insurance Portability and Accountability Act (HIPAA), ,, , ,,U.S. Health Information Technology for Economic and Clinical Health (HITECH) Act, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-230a,Customer Privacy & Technology Standards,HC-MC-230a.3,Total amount of monetary losses as a result of legal proceedings associated with data security and privacy,HC-MC-230a.3.6,"The scope of disclosure shall include, but is not limited to, legal proceedings associated with the enforcement of relevant industry regulations promulgated by regional, national, state, and local regulatory authorities, such as:", , ,U.S. Department of Health and Human Services (HHS), ,, , ,,U.S. Office for Civil Rights, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.1,Medical Loss Ratio (MLR),HC-MC-240a.1.1,The entity shall disclose its Medical Loss Ratio (MLR)., , ,"Medical Loss Ratio (MLR) is defined by the U.S. Department of Health and Human Services (HHS) in Title 45: Public Welfare Part 158 – Issuer Use of Premium Revenue: Reporting and Rebate Requirements (45 CFR Part 158), Section § 158.221 Formula for calculating an issuer’s medical loss ratio.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.1,Medical Loss Ratio (MLR),HC-MC-240a.1.2,"The disclosure shall be subject to the aggregation of data requirements and credibility adjustment, as specified by HHS in 45 CFR Part 158.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.1,Medical Loss Ratio (MLR),HC-MC-240a.1.3,"The entity shall disclose MLR consolidated for all business lines and for each of the entity’s business segments according to its disaggregation of financial information, as outlined by US GAAP Topic 280 (Segment Reporting), including, but not limited to:", , ,Small employer group, ,, , ,,Large employer group, ,, , ,,Individual retail, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.2,Total amount of rebates accrued and paid due to non-compliance with the Patient Protection and Affordable Care Act for Medical Loss Ratio (MLR)   ,HC-MC-240a.2.1,"The entity shall disclose the total amount of rebates owed to policyholders as calculated by Title 45: Public Welfare Part 158 – Issuer Use of Premium Revenue: Reporting and Rebate Requirements (U.S. 45 CFR Part 158), Section § 158.240 Rebating premium if the applicable medical loss ratio standard is not met.", , ,Medical Loss Ratio (MLR) is defined by the U.S. Department of Health and Human Services (HHS) in Title 45: Public Welfare Part 158 – Issuer Use of Premium Revenue: Reporting and Rebate Requirements (45 CFR Part 158)., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.2,Total amount of rebates accrued and paid due to non-compliance with the Patient Protection and Affordable Care Act for Medical Loss Ratio (MLR)   ,HC-MC-240a.2.2,"The entity shall disclose the aggregate amount of all forms of rebate, whether it was in the form of a premium credit, lump-sum check, or reimbursement to credit card or bank account.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.2,Total amount of rebates accrued and paid due to non-compliance with the Patient Protection and Affordable Care Act for Medical Loss Ratio (MLR)   ,HC-MC-240a.2.3,The entity shall disclose the rebate amount accrued for the reporting period as well as the amount paid during the reporting period for rebate liabilities from the previous reporting period., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.2,Total amount of rebates accrued and paid due to non-compliance with the Patient Protection and Affordable Care Act for Medical Loss Ratio (MLR)   ,HC-MC-240a.2.4,The entity should discuss the reason for any differences between the amount paid during the reporting period and the amount accrued during the previous reporting period., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.3,Percentage of proposed rate increases receiving “not unreasonable” designation from Health and Human Services (HHS) review or state review,HC-MC-240a.3.1,The entity shall disclose “not unreasonable” rate increase requests as a percentage of all rate increase requests made by the entity during the fiscal period., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.3,Percentage of proposed rate increases receiving “not unreasonable” designation from Health and Human Services (HHS) review or state review,HC-MC-240a.3.2,The entity shall disclose only for requests for which review has been completed during the reporting period and conducted as per U.S. Title 45: Public Welfare Part 154 — Health Insurance Issuer Rate Increases: Disclosure and Review Requirements., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-240a,Access to Coverage,HC-MC-240a.3,Percentage of proposed rate increases receiving “not unreasonable” designation from Health and Human Services (HHS) review or state review,HC-MC-240a.3.3,"The entity may access the publicly available, searchable database of rate increase requests, which includes reviews conducted by the U.S. Department of Health and Human Services (HHS) and state designees.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.1,"Average Medicare Advantage plan rating for each of the following plan types: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.1.1,The entity shall disclose the average Overall Plan Rating for each of the following plan types that it offers:, , ,Health Maintenance Organization (HMO), ,, , ,,Preferred Provider Organization (PPO), ,, , ,,Private Fee-for-Service (PFFS), ,, , ,,Special Needs Plans (SNP), ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.1,"Average Medicare Advantage plan rating for each of the following plan types: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.1.2,The entity shall include in the calculation all plans of each type receiving a Medicare Advantage plan rating., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.1,"Average Medicare Advantage plan rating for each of the following plan types: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.1.3,The average rating shall be disclosed rounded to the nearest tenth (one place after the decimal point)., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.1,"Average Medicare Advantage plan rating for each of the following plan types: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.1.4,Plan ratings are publicly available on Medicare’s “Medicare Plan Finder” website., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.1,"Average Medicare Advantage plan rating for each of the following plan types: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.1.5,"The entity may disclose the percentage of its plans, by type, that are “Five Star Plans” - those plans that receive the highest Medicare Advantage plan rating.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.2,"Enrollee retention rate by plan type, including: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.2.1,The entity shall disclose its enrollee retention rate., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.2,"Enrollee retention rate by plan type, including: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.2.2,The enrollee retention rate is calculated as:, , ,"(Total number of enrollees at close of reporting period – total number of new enrollees added during the reporting period) / (total number of enrollees at the close of the previous reporting period – total number of enrollees involuntarily terminated during the reporting period – attrition of employees in employee sponsored plans), where:", ,,"• Involuntarily terminated enrollees – those whose plans were terminated by the entity due to fraud or intentional misrepresentation of material facts – shall be excluded from the calculation.
• Attrition of enrollees in employer sponsored group plans due to turnover (voluntary or involuntary) shall be excluded from the calculation.", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.2,"Enrollee retention rate by plan type, including: (1) HMO, (2) local PPO, (3) regional PPO, (4) PFFS, and (5) SNP",HC-MC-250a.2.3,"The entity shall disclose retention rates by plan type, which may include:", , ,Health Maintenance Organization (HMO), ,, , ,,Local Preferred Provider Organization (PPO), ,, , ,,Regional Preferred Provider Organization (PPO), ,, , ,,Private Fee-for-Service (PFFS), ,, , ,,Special Needs Plans (SNP), ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.1,The entity shall disclose the percentage of claims it denied that enrollees appealed and for which the entity reversed its decision having determined the denial to be invalid., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.2,The percentage of reversed claims shall be calculated as: the total number of claims that were denied and successfully appealed by enrollees during the reporting period divided by the number of claims that were denied and appealed by enrollees during the reporting period., , ,"A successful appeal is one in which the entity reversed its decision, having determined the denial to be invalid.", ,, , ,,"The scope of disclosure of denied claims excludes claims that were denied for a billing error, appealed and resubmitted, and ultimately paid.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.3,The entity shall not consider ongoing claims appeals—only those that were resolved during the reporting period., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.4,The scope of disclosure includes both appeals of denials at preauthorization and denials at the time of payment., , ,"Preauthorization denials occur when a determination is made that: (1) the consumer is not eligible to receive the requested service because, for example, the service is not covered under the individual’s policy, or (2) the service is not appropriate, meaning that it is not medically necessary or is experimental or investigational.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.5,"For the purposes of this metric, if the appeal relates to denial of a portion of a claim, the entity shall consider it in the same manner as an appeal to an entire claim denial.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.6,"For the purposes of this metric, complaints, such as those with a state department of insurance which can also result in a reversal of denial, shall be considered in the same manner as an appeal. Complaints in this context shall only include those related to denial of coverage.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.3,Percentage of claims denied that were appealed by customers and ultimately reversed,HC-MC-250a.3.7,Multiple appeals to the same claim shall not be counted separately for calculations., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.4,Plan enrollee grievance rate,HC-MC-250a.4.1,The entity shall disclose the plan enrollee grievance rate., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.4,Plan enrollee grievance rate,HC-MC-250a.4.2,"The entity shall calculate the grievance rate as: the number of grievances reported during the reporting period / (monthly average enrollees / 10,000), where:", , ,"Grievance is defined as any complaint or dispute, other than an entity determination, expressing dissatisfaction with the manner in which the entity or delegated entity provides health care services, regardless of whether any remedial action can be taken", ,, , ,,"An enrollee or his/her representative may make the complaint or dispute, either orally or in writing, to the entity", ,, , ,,"Grievances may include complaints regarding the timeliness, appropriateness, access to, and/or setting of a provided health service, procedure, or item", ,, , ,,Grievance issues may also include complaints that a covered health service procedure or item during a course of treatment did not meet accepted standards for delivery of health care, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-250a,Plan Performance,HC-MC-250a.4,Plan enrollee grievance rate,HC-MC-250a.4.3,Monthly average enrollees is calculated as the total number of member months (one member being enrolled in an entity's plan for one month) / by 12 months., , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.1,"Percentage of enrollees in wellness programs by type: (1) diet and nutrition, (2) exercise, (3) stress management, (4) mental health, (5) smoking or alcohol cessation, or (6) other",HC-MC-260a.1.1,The entity shall disclose enrollee participation in wellness programs., , ,Wellness programs are defined as those that foster:, ,,"• Primary prevention by promoting health-related behaviors (e.g., immunizations), healthy body mass index, or healthy lifestyle (e.g., exercise or smoking cessation)
• Secondary prevention by promoting early-stage disease detection and management", ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.1,"Percentage of enrollees in wellness programs by type: (1) diet and nutrition, (2) exercise, (3) stress management, (4) mental health, (5) smoking or alcohol cessation, or (6) other",HC-MC-260a.1.2,"The percentage of enrollees in wellness programs participation shall be calculated as the number of unique, individual enrollees participating in a wellness program divided by the monthly average number of enrollees.", , ,The monthly average number of enrollees is calculated as the total number of member months (one member being enrolled in an entity’s plan for one month) divided by 12 months., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.1,"Percentage of enrollees in wellness programs by type: (1) diet and nutrition, (2) exercise, (3) stress management, (4) mental health, (5) smoking or alcohol cessation, or (6) other",HC-MC-260a.1.3,The entity shall disclose the percentage of participation for each of the following types of wellness program:, , ,Diet and nutrition, ,, , ,,Exercise, ,, , ,,Stress management, ,, , ,,Mental health, ,, , ,,Smoking or alcohol cessation, ,, , ,,All other wellness programs, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.2,"Total coverage for preventive health services with no cost sharing for the enrollees, total coverage for preventive health services requiring cost-sharing by the enrollee, percentage of enrollees receiving Initial Preventive Physical Examinations (IPEE) or Annual Wellness Visits (AWV)",HC-MC-260a.2.1,"The entity shall disclose the total value of claims paid for preventative services covered under Section 2713 of the U.S. Patient Protection and Affordable Care Act (PPACA), including services rated “A” or “B” by the U.S. Preventive Services Task Force (USPSTF).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.2,"Total coverage for preventive health services with no cost sharing for the enrollees, total coverage for preventive health services requiring cost-sharing by the enrollee, percentage of enrollees receiving Initial Preventive Physical Examinations (IPEE) or Annual Wellness Visits (AWV)",HC-MC-260a.2.2,"The entity shall disclose the total value of claims paid for preventive services outside the scope of Section 2713 of the PPACA, and for which it may require cost-sharing from enrollees.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.2,"Total coverage for preventive health services with no cost sharing for the enrollees, total coverage for preventive health services requiring cost-sharing by the enrollee, percentage of enrollees receiving Initial Preventive Physical Examinations (IPEE) or Annual Wellness Visits (AWV)",HC-MC-260a.2.3,The entity shall additionally disclose the percentage of the total cost of these services that its coverage constituted as follows:, , ,The total cost of coverage for all medical expenses divided by the total cost of preventive services., ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.2,"Total coverage for preventive health services with no cost sharing for the enrollees, total coverage for preventive health services requiring cost-sharing by the enrollee, percentage of enrollees receiving Initial Preventive Physical Examinations (IPEE) or Annual Wellness Visits (AWV)",HC-MC-260a.2.4,Services are considered preventive if they are:, , ,"Coded with a Current Procedural Terminology (CPT®) code that contains the modifier “33,” denoting a preventive service", ,, , ,,Specifically identified as preventive, ,, , ,,Inherently preventive in nature, ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.2,"Total coverage for preventive health services with no cost sharing for the enrollees, total coverage for preventive health services requiring cost-sharing by the enrollee, percentage of enrollees receiving Initial Preventive Physical Examinations (IPEE) or Annual Wellness Visits (AWV)",HC-MC-260a.2.5,"The entity shall not include in its calculation those services that are conducted in response to a symptom, even if it is the same service that can be administered as a preventive measure.", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.2,"Total coverage for preventive health services with no cost sharing for the enrollees, total coverage for preventive health services requiring cost-sharing by the enrollee, percentage of enrollees receiving Initial Preventive Physical Examinations (IPEE) or Annual Wellness Visits (AWV)",HC-MC-260a.2.6,"The entity shall disclose the percentage of enrollees receiving wellness screenings, as CPT® / HCPCS coded for Initial Preventive physical examination (G0402, G0403, G0404, G0450) or Annual Wellness Visit (G0438, G0439).", , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,Health Care,HC-MC,Managed Care,HC-MC-260a,Improved Outcomes,HC-MC-260a.3,Number of customers receiving care from Accountable Care Organizations or enrolled in Patient-Centered Medical Home programs,HC-MC-260a.3.1,"The entity shall include in its calculation enrollees in Accountable Care Organizations (ACOs) that meet the eligibility requirements of, and participate in, Medicare’s Shared Savings Program for Fee-For-Service beneficiaries.", , ,"ACOs are defined by the Centers for Medicare and Medicaid Services as a group of health care providers who give coordinated care, chronic disease management, and thereby improve the quality of care patients get. The organization's payment is tied to achieving health care quality goals and outcomes that result in cost savings.", ,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
